"fact_id","prov_key","waktu_key","komoditas_key","jumlah_penduduk","sum_jumlah_sakit","sum_jumlah_mati","sum_vol_mutasi","sum_realisasi_karkas","avg_harga","harga_baseline","populasi_ternak","avg_konsumsi_bulanan","avg_pemotongan_bulanan","growth_populasi","avg_permintaan_bulanan","avg_produksi_bulanan","supply_risk_index","id_prov","nama_provinsi","tahun","bulan","kuartal","nama_bulan","id_komoditas","nama_komoditas"
1434,28,53,1,1472,0,0,0,94.15,105352.02,95681,21529,352.27,12372.5,0.019,388.14,2661787.5,0.122716,28,"Papua Tengah",2024,5,2,"Mei",1,"Sapi"
1448,29,53,1,6728,0,0,91,62,106387.47,97564,202295,1895.08,14523.08,0.0167,1267.12,3339406.67,0.151859,29,"Riau",2024,5,2,"Mei",1,"Sapi"
617,29,53,2,6728,0,0,31,0,20961.08,23507,87507628,5012.43,278621.67,0.0167,3351.49,8884754.48,0.082515,29,"Riau",2024,5,2,"Mei",2,"Ayam"
641,30,53,2,1503,0,0,0,196.95,20958.22,34218,5326000,1152.45,16152,0.0192,10041.78,540755.17,0.019474,30,"Sulawesi Barat",2024,5,2,"Mei",2,"Ayam"
1472,30,53,1,1503,39,1,225,0,105941.68,122758,81827,190.41,16406.92,0.0192,1659.08,4188195.83,0.138315,30,"Sulawesi Barat",2024,5,2,"Mei",1,"Sapi"
1496,31,53,1,9463,0,0,0,0,105515.37,117548,821180,2728.61,17048.5,0.0337,7500.57,4720681.67,0.079728,31,"Sulawesi Selatan",2024,5,2,"Mei",1,"Sapi"
665,31,53,2,9463,0,0,0,0,21024.69,32270,100452989,9873.48,208073.25,0.0337,27140.78,10199112.53,0.027722,31,"Sulawesi Selatan",2024,5,2,"Mei",2,"Ayam"
689,32,53,2,3121,0,0,0,0,20498.44,29894,9616420,2567.68,79996.5,0.0202,9313.54,976366.7,0.034944,32,"Sulawesi Tengah",2024,5,2,"Mei",2,"Ayam"
1520,32,53,1,3121,0,0,105,113.21,104626.07,111602,213738,621.76,4838.33,0.0202,2255.25,970971.67,0.1085,32,"Sulawesi Tengah",2024,5,2,"Mei",1,"Sapi"
713,33,53,2,2793,0,0,0,73.85,21247.74,30444,8654941,2956.03,79521,0.0134,16564.44,878746.52,0.037528,33,"Sulawesi Tenggara",2024,5,2,"Mei",2,"Ayam"
1544,33,53,1,2793,0,0,153,0,106526.01,124371,260273,786.72,15684.5,0.0134,4408.49,3914256.67,0.086209,33,"Sulawesi Tenggara",2024,5,2,"Mei",1,"Sapi"
737,34,53,2,2701,0,0,0,0,20944.86,24498,12180363,2686.04,226971.92,-0.0153,38105.41,1236686.91,0.07071,34,"Sulawesi Utara",2024,5,2,"Mei",2,"Ayam"
1568,34,53,1,2701,0,0,0,0,104668.83,107800,60345,459.31,24590.08,-0.0153,6515.93,5444211.67,0.09522,34,"Sulawesi Utara",2024,5,2,"Mei",1,"Sapi"
1592,35,53,1,5836,0,0,0,117.9,105321.02,96112,396180,1254.78,2651.08,0.0325,3266.22,556173.33,0.121605,35,"Sumatera Barat",2024,5,2,"Mei",1,"Sapi"
761,35,53,2,5836,40,5,0,0,21170.42,27745,54491959,3939.43,237584.75,0.0325,10254.41,5532634.03,0.051296,35,"Sumatera Barat",2024,5,2,"Mei",2,"Ayam"
1616,36,53,1,8837,0,0,0,0,103710.24,121827,280054,1826.38,22340.5,0.0034,1792.55,6255045.83,0.069934,36,"Sumatera Selatan",2024,5,2,"Mei",1,"Sapi"
785,36,53,2,8837,0,0,0,0,20880.95,20951,112189664,7298.14,214016.17,0.0034,7162.97,11390751.23,0.100652,36,"Sumatera Selatan",2024,5,2,"Mei",2,"Ayam"
1640,37,53,1,15588,0,0,111,0,103991.65,110153,735981,2896.86,23544.17,-0.0103,7092.44,5859215,0.096379,37,"Sumatera Utara",2024,5,2,"Mei",1,"Sapi"
809,37,53,2,15588,0,0,0,0,20678.81,27846,165399652,19355.72,254820.58,-0.0103,47388.97,16793225.16,0.04697,37,"Sumatera Utara",2024,5,2,"Mei",2,"Ayam"
6,1,54,2,5554,0,0,0,0,21576.92,28021,36541907,5758.48,184336.08,0.03,46353.04,3710143.64,0.052763,1,"Aceh",2024,6,2,"Juni",2,"Ayam"
834,1,54,1,5554,0,0,0,0,105938.66,125005,461487,759.16,4022.08,0.03,6110.85,1086695,0.069128,1,"Aceh",2024,6,2,"Juni",1,"Sapi"
30,2,54,2,4433,0,0,69,0,21020.11,31448,78212517,4326.16,125226.58,-0.0153,14381.44,7941010.71,0.033387,2,"Bali",2024,6,2,"Juni",2,"Ayam"
858,2,54,1,4433,0,0,0,130.45,104000.84,102707,396717,1023.35,24243,-0.0153,3401.93,6737415.83,0.10402,2,"Bali",2024,6,2,"Juni",1,"Sapi"
882,3,54,1,12431,50,0,0,0,140963.33,119730,21925,2652.03,12438.17,-0.0114,5993.1,3696387.5,0.169746,3,"Banten",2024,6,2,"Juni",1,"Sapi"
54,3,54,2,12431,0,0,0,0,41585.83,31170,189119394,11012.15,205372.58,-0.0114,24885.4,19201519.03,0.17197,3,"Banten",2024,6,2,"Juni",2,"Ayam"
78,4,54,2,2112,35,19,0,0,20692.06,24147,10898392,1781.29,294562.83,-0.0034,15558.47,1106526.81,0.071191,4,"Bengkulu",2024,6,2,"Juni",2,"Ayam"
906,4,54,1,2112,0,0,0,0,104475.38,125005,111626,390.76,15398.17,-0.0034,3413.02,4361728.33,0.066655,4,"Bengkulu",2024,6,2,"Juni",1,"Sapi"
930,5,54,1,3759,0,0,0,0,106405.98,119143,285797,902.28,19143.83,0.0331,2861.87,5626474.17,0.078768,5,"DI Yogyakarta",2024,6,2,"Juni",1,"Sapi"
102,5,54,2,3759,8,7,0,122.25,20699.9,27736,55132945,2982.54,50248.25,0.0331,9460.06,5597714.09,0.047757,5,"DI Yogyakarta",2024,6,2,"Juni",2,"Ayam"
126,6,54,2,10684,15,2,0,0,40656.67,36674,831895,8084.91,52161.25,-0.0192,29018.33,10156.11,0.124582,6,"DKI Jakarta",2024,6,2,"Juni",2,"Ayam"
954,6,54,1,10684,0,0,0,0,160683.33,109127,2684,2493.14,8721.25,-0.0192,8948.38,1843202.5,0.20119,6,"DKI Jakarta",2024,6,2,"Juni",1,"Sapi"
150,7,54,2,1227,0,0,0,0,21178.58,32446,6731168,958.71,70711.17,0.0318,7652.85,683423.56,0.027977,7,"Gorontalo",2024,6,2,"Juni",2,"Ayam"
978,7,54,1,1227,0,0,0,0,105286.95,105074,158436,213.84,13449.25,0.0318,1706.99,3475329.17,0.101786,7,"Gorontalo",2024,6,2,"Juni",1,"Sapi"
174,8,54,2,3724,0,0,0,0,21321.1,26371,48081284,3472.91,73671.92,0.0204,12613.36,4881750.5,0.060893,8,"Jambi",2024,6,2,"Juni",2,"Ayam"
1002,8,54,1,3724,18,1,152,0,104934.72,127727,112906,943.49,4729.83,0.0204,3426.69,1411351.67,0.085321,8,"Jambi",2024,6,2,"Juni",1,"Sapi"
1026,9,54,1,50345,0,0,0,0,155066.67,94484,309752,13593.2,7806.92,-0.0152,6197.67,2122480,0.236848,9,"Jawa Barat",2024,6,2,"Juni",1,"Sapi"
198,9,54,2,50345,0,0,0,0,41500.83,27692,716619015,34612.33,224430.75,-0.0152,15781.12,72759188.58,0.206729,9,"Jawa Barat",2024,6,2,"Juni",2,"Ayam"
222,10,54,2,37892,0,0,0,0,42910.83,30123,634673943,39155.38,96411.25,0.0281,24787.56,64439207.01,0.191063,10,"Jawa Tengah",2024,6,2,"Juni",2,"Ayam"
1050,10,54,1,37892,0,0,0,0,145055,92583,1284673,10041.46,6098.17,0.0281,6690.21,1659267.5,0.221119,10,"Jawa Tengah",2024,6,2,"Juni",1,"Sapi"
246,11,54,2,41814,0,0,0,248.31,30691.67,29663,426320073,52128.74,62828.67,0.034,29495.37,43284788.56,0.108686,11,"Jawa Timur",2024,6,2,"Juni",2,"Ayam"
1074,11,54,1,41814,0,0,170,0,133675,124770,3617392,7491.76,6256.33,0.034,4238.97,1647340.83,0.133969,11,"Jawa Timur",2024,6,2,"Juni",1,"Sapi"
270,12,54,2,5695,0,0,0,0,20464.9,23396,58018198,4020.07,205035.33,0.0132,18890.82,5890657.23,0.074885,12,"Kalimantan Barat",2024,6,2,"Juni",2,"Ayam"
1098,12,54,1,5695,0,0,0,0,105795.2,105802,100042,1048.92,7390.67,0.0132,4929.01,1754028.33,0.101344,12,"Kalimantan Barat",2024,6,2,"Juni",1,"Sapi"
294,13,54,2,4273,0,0,0,0,20939.43,25962,94880597,4793.33,143371.67,0.0145,24577.09,9633340.89,0.060478,13,"Kalimantan Selatan",2024,6,2,"Juni",2,"Ayam"
1122,13,54,1,4273,11,2,0,0,105515.06,128521,112376,1160.94,3739.25,0.0145,5952.55,1002160,0.065101,13,"Kalimantan Selatan",2024,6,2,"Juni",1,"Sapi"
1146,14,54,1,2809,0,0,0,0,104823.68,118716,73142,419.11,15350.08,-0.0166,4578.85,4112917.5,0.07663,14,"Kalimantan Tengah",2024,6,2,"Juni",1,"Sapi"
318,14,54,2,2809,0,0,172,0,20909.51,21140,33015669,2868.24,213309.5,-0.0166,31335.7,3352120.45,0.101453,14,"Kalimantan Tengah",2024,6,2,"Juni",2,"Ayam"
342,15,54,2,4045,0,0,0,0,21167.92,38929,60582142,3074.88,24328.17,-0.0051,32602.52,6150977.54,0.00495,15,"Kalimantan Timur",2024,6,2,"Juni",2,"Ayam"
1170,15,54,1,4045,0,0,0,0,105336.43,111458,71949,1089.02,2466,-0.0051,11546.73,644951.67,0.089752,15,"Kalimantan Timur",2024,6,2,"Juni",1,"Sapi"
366,16,54,2,739,0,0,113,0,20886.52,39559,4968048,625.75,107934.42,0.0094,28782.59,504411.91,0.003333,16,"Kalimantan Utara",2024,6,2,"Juni",2,"Ayam"
1194,16,54,1,739,0,0,144,0,104950.53,91746,18701,143.64,13793.75,0.0094,6607.24,3215653.33,0.141297,16,"Kalimantan Utara",2024,6,2,"Juni",1,"Sapi"
390,17,54,2,2183,0,0,0,0,20855.66,30851,18270546,2105.07,81219.33,-0.0063,21925.56,1855031.25,0.032896,17,"Kepulauan Riau",2024,6,2,"Juni",2,"Ayam"
1218,17,54,1,2183,37,0,0,0,106017.37,125141,16076,400.27,970,-0.0063,4169.08,200734.17,0.100265,17,"Kepulauan Riau",2024,6,2,"Juni",1,"Sapi"
414,18,54,2,9419,0,0,385,0,21166.13,35358,88469108,7865.37,56955.17,-0.0111,26885.7,8982374.66,0.022803,18,"Lampung",2024,6,2,"Juni",2,"Ayam"
1242,18,54,1,9419,17,2,0,0,105753.41,98149,878393,2072.31,5242,-0.0111,7083.66,1209650,0.118023,18,"Lampung",2024,6,2,"Juni",1,"Sapi"
1266,19,54,1,1945,0,0,186,0,105177.35,96769,71137,423.17,12734,0.0366,610.55,2657964.17,0.252877,19,"Maluku",2024,6,2,"Juni",1,"Sapi"
438,19,54,2,1945,0,0,0,0,21065.99,20860,801640,1879.13,135727.75,0.0366,2711.2,81391.47,0.103445,19,"Maluku",2024,6,2,"Juni",2,"Ayam"
462,20,54,2,1355,0,0,0,279,21330.78,24560,112539,1226.82,88533.67,0.0372,11146.72,11426.24,0.073574,20,"Maluku Utara",2024,6,2,"Juni",2,"Ayam"
1290,20,54,1,1355,0,0,33,0,105338.47,122722,44366,349.07,11163.17,0.0372,3171.58,3006056.67,0.075974,20,"Maluku Utara",2024,6,2,"Juni",1,"Sapi"
1314,21,54,1,5646,40,2,13,0,118559.12,129498,1308204,1345.63,9944.17,0.0045,7331.93,2054377.5,0.084719,21,"Nusa Tenggara Barat",2024,6,2,"Juni",1,"Sapi"
486,21,54,2,5646,0,0,0,0,26800.86,24927,40067329,4700.3,28304.08,0.0045,25610.48,4068084.03,0.117243,21,"Nusa Tenggara Barat",2024,6,2,"Juni",2,"Ayam"
510,22,54,2,5656,0,0,0,0,31139.32,29340,16668081,5472.18,115263.58,0.0281,46250.33,1692330.29,0.114317,22,"Nusa Tenggara Timur",2024,6,2,"Juni",2,"Ayam"
1338,22,54,1,5656,0,0,0,0,106175.74,98170,609414,1376.29,2859.67,0.0281,11632.3,678087.5,0.11859,22,"Nusa Tenggara Timur",2024,6,2,"Juni",1,"Sapi"
1362,23,54,1,1060,57,18,193,0,105049.11,102931,37874,208.58,9138.33,-1e-04,9357.62,1996225,0.141565,23,"Papua",2024,6,2,"Juni",1,"Sapi"
534,23,54,2,1060,0,0,0,0,20789.75,34731,4603886,724.74,203338.25,-1e-04,32513.77,467438.02,0.016537,23,"Papua",2024,6,2,"Juni",2,"Ayam"
1386,24,54,1,578,0,0,0,0,104551.89,125593,18551,127.8,19907.58,-0.0027,7344.62,4967565.83,0.065957,24,"Papua Barat",2024,6,2,"Juni",1,"Sapi"
558,24,54,2,578,22,12,101,0,20802.28,32021,432433,476.46,236987.25,-0.0027,27382.97,43905.48,0.030003,24,"Papua Barat",2024,6,2,"Juni",2,"Ayam"
1449,29,54,1,6728,0,0,0,0,105089.56,97564,202295,1895.08,14523.08,0.0167,1267.12,3339406.67,0.117657,29,"Riau",2024,6,2,"Juni",1,"Sapi"
618,29,54,2,6728,0,0,0,0,20868.47,23507,87507628,5012.43,278621.67,0.0167,3351.49,8884754.48,0.07764,29,"Riau",2024,6,2,"Juni",2,"Ayam"
1473,30,54,1,1503,0,0,0,0,105077.31,122758,81827,190.41,16406.92,0.0192,1659.08,4188195.83,0.070923,30,"Sulawesi Barat",2024,6,2,"Juni",1,"Sapi"
642,30,54,2,1503,0,0,0,0,20971.81,34218,5326000,1152.45,16152,0.0192,10041.78,540755.17,0.019558,30,"Sulawesi Barat",2024,6,2,"Juni",2,"Ayam"
666,31,54,2,9463,0,0,0,0,21159.69,32270,100452989,9873.48,208073.25,0.0337,27140.78,10199112.53,0.028606,31,"Sulawesi Selatan",2024,6,2,"Juni",2,"Ayam"
1497,31,54,1,9463,0,0,70,28.75,104834.12,117548,821180,2728.61,17048.5,0.0337,7500.57,4720681.67,0.082582,31,"Sulawesi Selatan",2024,6,2,"Juni",1,"Sapi"
690,32,54,2,3121,0,0,187,0,21332.44,29894,9616420,2567.68,79996.5,0.0202,9313.54,976366.7,0.049616,32,"Sulawesi Tengah",2024,6,2,"Juni",2,"Ayam"
1521,32,54,1,3121,0,0,0,0,104392.18,111602,213738,621.76,4838.33,0.0202,2255.25,970971.67,0.087707,32,"Sulawesi Tengah",2024,6,2,"Juni",1,"Sapi"
714,33,54,2,2793,0,0,0,0,21230.31,30444,8654941,2956.03,79521,0.0134,16564.44,878746.52,0.037407,33,"Sulawesi Tenggara",2024,6,2,"Juni",2,"Ayam"
1545,33,54,1,2793,0,0,0,0,105089.89,124371,260273,786.72,15684.5,0.0134,4408.49,3914256.67,0.068599,33,"Sulawesi Tenggara",2024,6,2,"Juni",1,"Sapi"
738,34,54,2,2701,0,0,20,16.39,21299.94,24498,12180363,2686.04,226971.92,-0.0153,38105.41,1236686.91,0.074002,34,"Sulawesi Utara",2024,6,2,"Juni",2,"Ayam"
1569,34,54,1,2701,3,20,0,0,105824.45,107800,60345,459.31,24590.08,-0.0153,6515.93,5444211.67,0.102652,34,"Sulawesi Utara",2024,6,2,"Juni",1,"Sapi"
762,35,54,2,5836,0,0,0,0,21161.38,27745,54491959,3939.43,237584.75,0.0325,10254.41,5532634.03,0.051216,35,"Sumatera Barat",2024,6,2,"Juni",2,"Ayam"
1593,35,54,1,5836,0,0,0,0,103439.99,96112,396180,1254.78,2651.08,0.0325,3266.22,556173.33,0.117469,35,"Sumatera Barat",2024,6,2,"Juni",1,"Sapi"
1617,36,54,1,8837,0,0,0,0,105688.6,121827,280054,1826.38,22340.5,0.0034,1792.55,6255045.83,0.073366,36,"Sumatera Selatan",2024,6,2,"Juni",1,"Sapi"
786,36,54,2,8837,46,1,0,72.87,20809.39,20951,112189664,7298.14,214016.17,0.0034,7162.97,11390751.23,0.099935,36,"Sumatera Selatan",2024,6,2,"Juni",2,"Ayam"
1641,37,54,1,15588,0,0,0,0,105488.06,110153,735981,2896.86,23544.17,-0.0103,7092.44,5859215,0.092409,37,"Sumatera Utara",2024,6,2,"Juni",1,"Sapi"
810,37,54,2,15588,0,0,0,152.33,21053.37,27846,165399652,19355.72,254820.58,-0.0103,47388.97,16793225.16,0.049812,37,"Sumatera Utara",2024,6,2,"Juni",2,"Ayam"
7,1,55,2,5554,0,0,0,0,21154.32,28021,36541907,5758.48,184336.08,0.03,46353.04,3710143.64,0.049576,1,"Aceh",2024,7,3,"Juli",2,"Ayam"
835,1,55,1,5554,0,0,0,0,105574.83,125005,461487,759.16,4022.08,0.03,6110.85,1086695,0.068513,1,"Aceh",2024,7,3,"Juli",1,"Sapi"
31,2,55,2,4433,0,0,77,0,20979.91,31448,78212517,4326.16,125226.58,-0.0153,14381.44,7941010.71,0.03336,2,"Bali",2024,7,3,"Juli",2,"Ayam"
859,2,55,1,4433,49,4,0,0,104721.55,102707,396717,1023.35,24243,-0.0153,3401.93,6737415.83,0.107314,2,"Bali",2024,7,3,"Juli",1,"Sapi"
55,3,55,2,12431,0,0,0,0,39800.72,31170,189119394,11012.15,205372.58,-0.0114,24885.4,19201519.03,0.159868,3,"Banten",2024,7,3,"Juli",2,"Ayam"
883,3,55,1,12431,0,0,0,153.75,138985.51,119730,21925,2652.03,12438.17,-0.0114,5993.1,3696387.5,0.135342,3,"Banten",2024,7,3,"Juli",1,"Sapi"
907,4,55,1,2112,38,14,0,0,106728.58,125005,111626,390.76,15398.17,-0.0034,3413.02,4361728.33,0.076778,4,"Bengkulu",2024,7,3,"Juli",1,"Sapi"
79,4,55,2,2112,29,3,0,0,20864.48,24147,10898392,1781.29,294562.83,-0.0034,15558.47,1106526.81,0.072673,4,"Bengkulu",2024,7,3,"Juli",2,"Ayam"
103,5,55,2,3759,0,0,139,0,21031.75,27736,55132945,2982.54,50248.25,0.0331,9460.06,5597714.09,0.056703,5,"DI Yogyakarta",2024,7,3,"Juli",2,"Ayam"
931,5,55,1,3759,0,0,0,0,104216.6,119143,285797,902.28,19143.83,0.0331,2861.87,5626474.17,0.074885,5,"DI Yogyakarta",2024,7,3,"Juli",1,"Sapi"
127,6,55,2,10684,0,0,0,98.57,40547.1,36674,831895,8084.91,52161.25,-0.0192,29018.33,10156.11,0.123674,6,"DKI Jakarta",2024,7,3,"Juli",2,"Ayam"
955,6,55,1,10684,0,0,0,0,159341.3,109127,2684,2493.14,8721.25,-0.0192,8948.38,1843202.5,0.198591,6,"DKI Jakarta",2024,7,3,"Juli",1,"Sapi"
979,7,55,1,1227,0,0,0,0,104957.62,105074,158436,213.84,13449.25,0.0318,1706.99,3475329.17,0.101124,7,"Gorontalo",2024,7,3,"Juli",1,"Sapi"
151,7,55,2,1227,0,0,0,0,20658.66,32446,6731168,958.71,70711.17,0.0318,7652.85,683423.56,0.024591,7,"Gorontalo",2024,7,3,"Juli",2,"Ayam"
1003,8,55,1,3724,13,20,136,0,105010.93,127727,112906,943.49,4729.83,0.0204,3426.69,1411351.67,0.085087,8,"Jambi",2024,7,3,"Juli",1,"Sapi"
175,8,55,2,3724,25,4,0,0,20561.22,26371,48081284,3472.91,73671.92,0.0204,12613.36,4881750.5,0.054813,8,"Jambi",2024,7,3,"Juli",2,"Ayam"
1027,9,55,1,50345,0,0,0,67.13,154598.55,94484,309752,13593.2,7806.92,-0.0152,6197.67,2122480,0.235802,9,"Jawa Barat",2024,7,3,"Juli",1,"Sapi"
199,9,55,2,50345,45,7,26,0,40684.78,27692,716619015,34612.33,224430.75,-0.0152,15781.12,72759188.58,0.201223,9,"Jawa Barat",2024,7,3,"Juli",2,"Ayam"
223,10,55,2,37892,0,0,34,0,40039.86,30123,634673943,39155.38,96411.25,0.0281,24787.56,64439207.01,0.171523,10,"Jawa Tengah",2024,7,3,"Juli",2,"Ayam"
1051,10,55,1,37892,0,0,0,0,141896.38,92583,1284673,10041.46,6098.17,0.0281,6690.21,1659267.5,0.21391,10,"Jawa Tengah",2024,7,3,"Juli",1,"Sapi"
1075,11,55,1,41814,41,10,0,78.87,132919.57,124770,3617392,7491.76,6256.33,0.034,4238.97,1647340.83,0.115351,11,"Jawa Timur",2024,7,3,"Juli",1,"Sapi"
247,11,55,2,41814,0,0,0,0,30847.83,29663,426320073,52128.74,62828.67,0.034,29495.37,43284788.56,0.109798,11,"Jawa Timur",2024,7,3,"Juli",2,"Ayam"
271,12,55,2,5695,0,0,137,0,21176.52,23396,58018198,4020.07,205035.33,0.0132,18890.82,5890657.23,0.084482,12,"Kalimantan Barat",2024,7,3,"Juli",2,"Ayam"
1099,12,55,1,5695,0,0,0,0,105250.52,105802,100042,1048.92,7390.67,0.0132,4929.01,1754028.33,0.100257,12,"Kalimantan Barat",2024,7,3,"Juli",1,"Sapi"
1123,13,55,1,4273,0,0,0,0,105698.82,128521,112376,1160.94,3739.25,0.0145,5952.55,1002160,0.063835,13,"Kalimantan Selatan",2024,7,3,"Juli",1,"Sapi"
295,13,55,2,4273,0,0,0,0,20430.92,25962,94880597,4793.33,143371.67,0.0145,24577.09,9633340.89,0.05634,13,"Kalimantan Selatan",2024,7,3,"Juli",2,"Ayam"
319,14,55,2,2809,44,14,0,214.18,20799.18,21140,33015669,2868.24,213309.5,-0.0166,31335.7,3352120.45,0.097975,14,"Kalimantan Tengah",2024,7,3,"Juli",2,"Ayam"
1147,14,55,1,2809,0,0,0,0,105909.49,118716,73142,419.11,15350.08,-0.0166,4578.85,4112917.5,0.078563,14,"Kalimantan Tengah",2024,7,3,"Juli",1,"Sapi"
343,15,55,2,4045,0,0,0,0,21122.92,38929,60582142,3074.88,24328.17,-0.0051,32602.52,6150977.54,0.004705,15,"Kalimantan Timur",2024,7,3,"Juli",2,"Ayam"
1171,15,55,1,4045,0,0,0,0,106497.11,111458,71949,1089.02,2466,-0.0051,11546.73,644951.67,0.091953,15,"Kalimantan Timur",2024,7,3,"Juli",1,"Sapi"
367,16,55,2,739,0,0,0,115.39,21198.85,39559,4968048,625.75,107934.42,0.0094,28782.59,504411.91,0.003285,16,"Kalimantan Utara",2024,7,3,"Juli",2,"Ayam"
1195,16,55,1,739,0,0,0,0,104780.34,91746,18701,143.64,13793.75,0.0094,6607.24,3215653.33,0.131379,16,"Kalimantan Utara",2024,7,3,"Juli",1,"Sapi"
391,17,55,2,2183,0,0,0,294.46,20983.06,30851,18270546,2105.07,81219.33,-0.0063,21925.56,1855031.25,0.033769,17,"Kepulauan Riau",2024,7,3,"Juli",2,"Ayam"
1219,17,55,1,2183,0,0,0,0,104484.9,125141,16076,400.27,970,-0.0063,4169.08,200734.17,0.066479,17,"Kepulauan Riau",2024,7,3,"Juli",1,"Sapi"
415,18,55,2,9419,43,10,0,178.18,21065.03,35358,88469108,7865.37,56955.17,-0.0111,26885.7,8982374.66,0.015947,18,"Lampung",2024,7,3,"Juli",2,"Ayam"
1243,18,55,1,9419,0,0,0,0,105990.06,98149,878393,2072.31,5242,-0.0111,7083.66,1209650,0.118239,18,"Lampung",2024,7,3,"Juli",1,"Sapi"
1267,19,55,1,1945,0,0,50,36.94,106147.28,96769,71137,423.17,12734,0.0366,610.55,2657964.17,0.157632,19,"Maluku",2024,7,3,"Juli",1,"Sapi"
439,19,55,2,1945,1,18,0,196.38,20738.45,20860,801640,1879.13,135727.75,0.0366,2711.2,81391.47,0.100448,19,"Maluku",2024,7,3,"Juli",2,"Ayam"
1291,20,55,1,1355,35,5,0,234.38,105300.7,122722,44366,349.07,11163.17,0.0372,3171.58,3006056.67,0.083583,20,"Maluku Utara",2024,7,3,"Juli",1,"Sapi"
463,20,55,2,1355,0,0,0,0,21376.4,24560,112539,1226.82,88533.67,0.0372,11146.72,11426.24,0.073967,20,"Maluku Utara",2024,7,3,"Juli",2,"Ayam"
487,21,55,2,5646,0,0,0,0,25294.37,24927,40067329,4700.3,28304.08,0.0045,25610.48,4068084.03,0.104472,21,"Nusa Tenggara Barat",2024,7,3,"Juli",2,"Ayam"
1315,21,55,1,5646,0,0,103,0,117938.14,129498,1308204,1345.63,9944.17,0.0045,7331.93,2054377.5,0.088635,21,"Nusa Tenggara Barat",2024,7,3,"Juli",1,"Sapi"
1339,22,55,1,5656,2,15,0,176.88,103685.46,98170,609414,1376.29,2859.67,0.0281,11632.3,678087.5,0.113608,22,"Nusa Tenggara Timur",2024,7,3,"Juli",1,"Sapi"
511,22,55,2,5656,0,0,0,0,31796.84,29340,16668081,5472.18,115263.58,0.0281,46250.33,1692330.29,0.119052,22,"Nusa Tenggara Timur",2024,7,3,"Juli",2,"Ayam"
535,23,55,2,1060,0,0,0,0,21138.54,34731,4603886,724.74,203338.25,-1e-04,32513.77,467438.02,0.018659,23,"Papua",2024,7,3,"Juli",2,"Ayam"
1363,23,55,1,1060,8,2,0,136.01,104659.72,102931,37874,208.58,9138.33,-1e-04,9357.62,1996225,0.108486,23,"Papua",2024,7,3,"Juli",1,"Sapi"
1387,24,55,1,578,0,0,0,0,105653.55,125593,18551,127.8,19907.58,-0.0027,7344.62,4967565.83,0.06781,24,"Papua Barat",2024,7,3,"Juli",1,"Sapi"
559,24,55,2,578,0,0,0,64.99,20735.1,32021,432433,476.46,236987.25,-0.0027,27382.97,43905.48,0.026881,24,"Papua Barat",2024,7,3,"Juli",2,"Ayam"
1409,25,55,1,627,0,0,67,0,105352.02,105897,29494,137.44,18804.25,-0.0031,4049.98,3775835.83,0.107502,25,"Papua Barat Daya",2024,7,3,"Juli",1,"Sapi"
579,25,55,2,627,0,0,0,22.12,21071.37,35201,1170031,529.38,147409.67,-0.0031,15599.37,118794.65,0.016539,25,"Papua Barat Daya",2024,7,3,"Juli",2,"Ayam"
586,26,55,2,1467,0,0,0,76.21,21071.37,34856,20471,1768.96,31804.92,0.0181,54857.74,2078.47,0.017791,26,"Papua Pegunungan",2024,7,3,"Juli",2,"Ayam"
1422,27,55,1,542,0,0,132,138.88,105352.02,104275,17810,73.64,21461.58,-0.0199,843.69,5717674.17,0.171926,27,"Papua Selatan",2024,7,3,"Juli",1,"Sapi"
597,27,55,2,542,45,12,0,77,21071.37,34078,479845,530.35,44166.67,-0.0199,6076.64,48719.23,0.022317,27,"Papua Selatan",2024,7,3,"Juli",2,"Ayam"
1450,29,55,1,6728,0,0,0,0,105493.65,97564,202295,1895.08,14523.08,0.0167,1267.12,3339406.67,0.118532,29,"Riau",2024,7,3,"Juli",1,"Sapi"
619,29,55,2,6728,10,5,0,0,20555,23507,87507628,5012.43,278621.67,0.0167,3351.49,8884754.48,0.074824,29,"Riau",2024,7,3,"Juli",2,"Ayam"
1474,30,55,1,1503,0,0,0,24.53,104453.33,122758,81827,190.41,16406.92,0.0192,1659.08,4188195.83,0.069849,30,"Sulawesi Barat",2024,7,3,"Juli",1,"Sapi"
643,30,55,2,1503,0,0,0,0,20790.65,34218,5326000,1152.45,16152,0.0192,10041.78,540755.17,0.018439,30,"Sulawesi Barat",2024,7,3,"Juli",2,"Ayam"
667,31,55,2,9463,0,0,0,0,20796.54,32270,100452989,9873.48,208073.25,0.0337,27140.78,10199112.53,0.026228,31,"Sulawesi Selatan",2024,7,3,"Juli",2,"Ayam"
1498,31,55,1,9463,0,0,0,187.04,105933.34,117548,821180,2728.61,17048.5,0.0337,7500.57,4720681.67,0.080479,31,"Sulawesi Selatan",2024,7,3,"Juli",1,"Sapi"
691,32,55,2,3121,19,0,0,0,21013.98,29894,9616420,2567.68,79996.5,0.0202,9313.54,976366.7,0.038615,32,"Sulawesi Tengah",2024,7,3,"Juli",2,"Ayam"
1522,32,55,1,3121,0,0,0,0,106064.84,111602,213738,621.76,4838.33,0.0202,2255.25,970971.67,0.090874,32,"Sulawesi Tengah",2024,7,3,"Juli",1,"Sapi"
